event,record,side,time_seconds,trial
recurring_load_peak_candidate,Amit_1,L,72.32,1
recurring_load_peak_candidate,Amit_1,L,73.47,1
recurring_load_peak_candidate,Amit_1,L,75.06,1
recurring_load_peak_candidate,Amit_1,L,76.29,1
recurring_load_peak_candidate,Amit_1,L,77.64,1
recurring_load_peak_candidate,Amit_1,L,78.89,1
recurring_load_peak_candidate,Amit_1,L,80.29,1
recurring_load_peak_candidate,Amit_1,L,81.43,1
recurring_load_peak_candidate,Amit_1,L,82.57,1
recurring_load_peak_candidate,Amit_1,L,83.82,1
recurring_load_peak_candidate,Amit_1,L,84.93,1
recurring_load_peak_candidate,Amit_1,L,86.05,1
recurring_load_peak_candidate,Amit_1,L,87.19,1
recurring_load_peak_candidate,Amit_1,L,88.01,1
recurring_load_peak_candidate,Amit_1,L,89.47,1
recurring_load_peak_candidate,Amit_1,L,91.02,1
recurring_load_peak_candidate,Amit_1,L,92.12,1
recurring_load_peak_candidate,Amit_1,L,93.33,1
recurring_load_peak_candidate,Amit_1,L,94.65,1
recurring_load_peak_candidate,Amit_1,L,95.87,1
recurring_load_peak_candidate,Amit_1,L,97.09,1
recurring_load_peak_candidate,Amit_1,L,98.38,1
recurring_load_peak_candidate,Amit_1,L,99.55,1
recurring_load_peak_candidate,Amit_1,L,100.72,1
recurring_load_peak_candidate,Amit_1,L,101.89,1
recurring_load_peak_candidate,Amit_1,L,103.17,1
recurring_load_peak_candidate,Amit_1,L,104.67,1
recurring_load_peak_candidate,Amit_1,L,105.94,1
recurring_load_peak_candidate,Amit_1,L,107.73,1
recurring_load_peak_candidate,Amit_1,R,68.08,1
recurring_load_peak_candidate,Amit_1,R,69.65,1
recurring_load_peak_candidate,Amit_1,R,71.42,1
recurring_load_peak_candidate,Amit_1,R,72.75,1
recurring_load_peak_candidate,Amit_1,R,73.97,1
recurring_load_peak_candidate,Amit_1,R,75.19,1
recurring_load_peak_candidate,Amit_1,R,76.46,1
recurring_load_peak_candidate,Amit_1,R,77.83,1
recurring_load_peak_candidate,Amit_1,R,79.07,1
recurring_load_peak_candidate,Amit_1,R,80.47,1
