event,record,side,time_seconds,trial
recurring_load_peak_candidate,Rishabh_1,L,3.91,1
recurring_load_peak_candidate,Rishabh_1,L,5.12,1
recurring_load_peak_candidate,Rishabh_1,L,6.27,1
recurring_load_peak_candidate,Rishabh_1,L,7.47,1
recurring_load_peak_candidate,Rishabh_1,L,8.67,1
recurring_load_peak_candidate,Rishabh_1,L,9.93,1
recurring_load_peak_candidate,Rishabh_1,L,11.14,1
recurring_load_peak_candidate,Rishabh_1,L,12.7,1
recurring_load_peak_candidate,Rishabh_1,L,13.78,1
recurring_load_peak_candidate,Rishabh_1,L,15.02,1
recurring_load_peak_candidate,Rishabh_1,L,16.21,1
recurring_load_peak_candidate,Rishabh_1,L,17.8,1
recurring_load_peak_candidate,Rishabh_1,R,3.65,1
recurring_load_peak_candidate,Rishabh_1,R,4.49,1
recurring_load_peak_candidate,Rishabh_1,R,5.7,1
recurring_load_peak_candidate,Rishabh_1,R,6.86,1
recurring_load_peak_candidate,Rishabh_1,R,8.04,1
recurring_load_peak_candidate,Rishabh_1,R,9.29,1
recurring_load_peak_candidate,Rishabh_1,R,10.57,1
recurring_load_peak_candidate,Rishabh_1,R,12.19,1
recurring_load_peak_candidate,Rishabh_1,R,13.17,1
recurring_load_peak_candidate,Rishabh_1,R,14.39,1
recurring_load_peak_candidate,Rishabh_1,R,15.56,1
recurring_load_peak_candidate,Rishabh_1,R,16.75,1
recurring_load_peak_candidate,Rishabh_2,L,3.25,1
recurring_load_peak_candidate,Rishabh_2,L,4.08,1
recurring_load_peak_candidate,Rishabh_2,L,5.28,1
recurring_load_peak_candidate,Rishabh_2,L,6.47,1
recurring_load_peak_candidate,Rishabh_2,L,7.63,1
recurring_load_peak_candidate,Rishabh_2,L,8.8,1
recurring_load_peak_candidate,Rishabh_2,L,9.97,1
recurring_load_peak_candidate,Rishabh_2,L,11.26,1
recurring_load_peak_candidate,Rishabh_2,L,12.45,1
recurring_load_peak_candidate,Rishabh_2,L,13.62,1
recurring_load_peak_candidate,Rishabh_2,L,14.83,1
recurring_load_peak_candidate,Rishabh_2,L,16.03,1
recurring_load_peak_candidate,Rishabh_2,R,3.48,1
recurring_load_peak_candidate,Rishabh_2,R,4.62,1
recurring_load_peak_candidate,Rishabh_2,R,5.91,1
recurring_load_peak_candidate,Rishabh_2,R,7.02,1
recurring_load_peak_candidate,Rishabh_2,R,8.19,1
recurring_load_peak_candidate,Rishabh_2,R,9.36,1
recurring_load_peak_candidate,Rishabh_2,R,10.61,1
recurring_load_peak_candidate,Rishabh_2,R,11.84,1
recurring_load_peak_candidate,Rishabh_2,R,13.04,1
recurring_load_peak_candidate,Rishabh_2,R,14.22,1
recurring_load_peak_candidate,Rishabh_2,R,15.42,1
recurring_load_peak_candidate,Rishabh_2,R,16.66,1
recurring_load_peak_candidate,Rishabh_3,L,4.09,1
recurring_load_peak_candidate,Rishabh_3,L,5.28,1
recurring_load_peak_candidate,Rishabh_3,L,6.39,1
recurring_load_peak_candidate,Rishabh_3,L,7.5,1
recurring_load_peak_candidate,Rishabh_3,L,8.57,1
recurring_load_peak_candidate,Rishabh_3,L,9.71,1
recurring_load_peak_candidate,Rishabh_3,L,10.92,1
recurring_load_peak_candidate,Rishabh_3,L,12.51,1
recurring_load_peak_candidate,Rishabh_3,L,13.54,1
