alternative_transition_end_seconds,alternative_transition_start_seconds,boundary_method,complete_six_phase,duration_seconds,excluded_incomplete_cycles,flags,gi_end_seconds,gt_start_seconds,imputed_signal_values,load_peaks_left,load_peaks_right,onset_seconds,phase_count,png,quality_json,record,reference_limb,remaining_missing_signal_values,segmented_csv,sequence_assumption,side,slt_end_seconds,slt_start_seconds,status,transition_improvement,transition_support,trial,view_mode
10.18,5.6,paired trigger interval,True,21.5,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,3.71,16.11,26,12,12,3.39,6,Alif_1/trial_06_l_complete.png,"{""F"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 584.17, ""aligned_master_end"": 605.67}, ""L"": {""coverage_fraction"": 0.9944211994421199, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 584.17, ""aligned_master_end"": 605.67}, ""R"": {""coverage_fraction"": 0.99953509995351, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 584.17, ""aligned_master_end"": 605.67}}",Alif_1,L,0,segmented_data\Alif_1\trial_06_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,6.69,5.6,model-assisted provisional six-phase fit,0.2785,weak/ambiguous pattern evidence,6,model_completed
10.18,5.6,paired trigger interval,True,21.5,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,3.71,16.11,26,12,12,3.39,6,Alif_1/trial_06_r_complete.png,"{""F"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 584.17, ""aligned_master_end"": 605.67}, ""L"": {""coverage_fraction"": 0.9944211994421199, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 584.17, ""aligned_master_end"": 605.67}, ""R"": {""coverage_fraction"": 0.99953509995351, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 584.17, ""aligned_master_end"": 605.67}}",Alif_1,L,0,segmented_data\Alif_1\trial_06_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,6.69,5.6,model-assisted provisional six-phase fit,0.2785,weak/ambiguous pattern evidence,6,model_completed
12.23,8.71,paired trigger interval,True,22.45,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,4.01,16.52,22,12,12,2.81,6,Alif_1/trial_07_l_complete.png,"{""F"": {""coverage_fraction"": 0.9995547640249333, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 613.23, ""aligned_master_end"": 635.68}, ""L"": {""coverage_fraction"": 0.9991095280498664, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 613.23, ""aligned_master_end"": 635.68}, ""R"": {""coverage_fraction"": 0.9995547640249333, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 613.23, ""aligned_master_end"": 635.68}}",Alif_1,L,0,segmented_data\Alif_1\trial_07_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,10.97,9.86,model-assisted provisional six-phase fit,0.4999,weak/ambiguous pattern evidence,7,model_completed
12.23,8.71,paired trigger interval,True,22.45,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,4.01,16.52,22,12,12,2.81,6,Alif_1/trial_07_r_complete.png,"{""F"": {""coverage_fraction"": 0.9995547640249333, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 613.23, ""aligned_master_end"": 635.68}, ""L"": {""coverage_fraction"": 0.9991095280498664, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 613.23, ""aligned_master_end"": 635.68}, ""R"": {""coverage_fraction"": 0.9995547640249333, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 613.23, ""aligned_master_end"": 635.68}}",Alif_1,L,0,segmented_data\Alif_1\trial_07_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.97,9.86,model-assisted provisional six-phase fit,0.4999,weak/ambiguous pattern evidence,7,model_completed
8.03,6.82,paired trigger interval,True,23.56,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; ,4.65,17.53,6,12,12,4.23,6,Alif_1/trial_08_l_complete.png,"{""F"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 640.28, ""aligned_master_end"": 663.84}, ""L"": {""coverage_fraction"": 0.9995757318625371, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 640.28, ""aligned_master_end"": 663.84}, ""R"": {""coverage_fraction"": 0.9991514637250742, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 640.28, ""aligned_master_end"": 663.84}}",Alif_1,L,0,segmented_data\Alif_1\trial_08_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,8.03,6.82,model-assisted provisional six-phase fit,0.3638,moderate pattern evidence,8,model_completed
8.03,6.82,paired trigger interval,True,23.56,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; ,4.65,17.53,6,12,12,4.23,6,Alif_1/trial_08_r_complete.png,"{""F"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 640.28, ""aligned_master_end"": 663.84}, ""L"": {""coverage_fraction"": 0.9995757318625371, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 640.28, ""aligned_master_end"": 663.84}, ""R"": {""coverage_fraction"": 0.9991514637250742, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 640.28, ""aligned_master_end"": 663.84}}",Alif_1,L,0,segmented_data\Alif_1\trial_08_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,8.03,6.82,model-assisted provisional six-phase fit,0.3638,moderate pattern evidence,8,model_completed
9.45,5.81,paired trigger interval,True,21.240000000000002,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,3.08,15.85,0,12,12,2.7,6,Alif_1/trial_09_l_complete.png,"{""F"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 672.66, ""aligned_master_end"": 693.9}, ""L"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 672.66, ""aligned_master_end"": 693.9}, ""R"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 672.66, ""aligned_master_end"": 693.9}}",Alif_1,L,0,segmented_data\Alif_1\trial_09_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,6.97,5.81,model-assisted provisional six-phase fit,0.3561,weak/ambiguous pattern evidence,9,model_completed
9.45,5.81,paired trigger interval,True,21.240000000000002,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,3.08,15.85,0,12,12,2.7,6,Alif_1/trial_09_r_complete.png,"{""F"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 672.66, ""aligned_master_end"": 693.9}, ""L"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 672.66, ""aligned_master_end"": 693.9}, ""R"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 672.66, ""aligned_master_end"": 693.9}}",Alif_1,L,0,segmented_data\Alif_1\trial_09_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,6.97,5.81,model-assisted provisional six-phase fit,0.3561,weak/ambiguous pattern evidence,9,model_completed
12.02,8.42,paired trigger interval,True,23.31,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,3.79,16.16,4,11,12,2.51,6,Alif_1/trial_10_l_complete.png,"{""F"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 698.67, ""aligned_master_end"": 721.98}, ""L"": {""coverage_fraction"": 0.9991423670668954, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 698.67, ""aligned_master_end"": 721.98}, ""R"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 698.67, ""aligned_master_end"": 721.98}}",Alif_1,R,0,segmented_data\Alif_1\trial_10_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,10.85,9.62,model-assisted provisional six-phase fit,0.3719,weak/ambiguous pattern evidence,10,model_completed
12.02,8.42,paired trigger interval,True,23.31,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; ,3.79,16.16,4,11,12,2.51,6,Alif_1/trial_10_r_complete.png,"{""F"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 698.67, ""aligned_master_end"": 721.98}, ""L"": {""coverage_fraction"": 0.9991423670668954, ""source"": ""dataset\\Sub02_H\\Alif_1L"", ""invalid_rows"": 5, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 698.67, ""aligned_master_end"": 721.98}, ""R"": {""coverage_fraction"": 1.0, ""source"": ""dataset\\Sub02_H\\Alif_1R"", ""invalid_rows"": 2, ""excluded_timestamp_outliers"": 0, ""boundary_trigger_matches"": {""start"": true, ""end"": true}, ""aligned_master_start"": 698.67, ""aligned_master_end"": 721.98}}",Alif_1,R,0,segmented_data\Alif_1\trial_10_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.85,9.62,model-assisted provisional six-phase fit,0.3719,weak/ambiguous pattern evidence,10,model_completed
