event,record,side,time_seconds,trial
recurring_load_peak_candidate,Alif_1,L,4.2,1
recurring_load_peak_candidate,Alif_1,L,5.29,1
recurring_load_peak_candidate,Alif_1,L,6.39,1
recurring_load_peak_candidate,Alif_1,L,7.49,1
recurring_load_peak_candidate,Alif_1,L,8.66,1
recurring_load_peak_candidate,Alif_1,L,9.86,1
recurring_load_peak_candidate,Alif_1,L,11.01,1
recurring_load_peak_candidate,Alif_1,L,12.6,1
recurring_load_peak_candidate,Alif_1,L,13.81,1
recurring_load_peak_candidate,Alif_1,L,14.75,1
recurring_load_peak_candidate,Alif_1,L,15.94,1
recurring_load_peak_candidate,Alif_1,L,17.49,1
recurring_load_peak_candidate,Alif_1,R,3.35,1
recurring_load_peak_candidate,Alif_1,R,4.75,1
recurring_load_peak_candidate,Alif_1,R,5.83,1
recurring_load_peak_candidate,Alif_1,R,6.92,1
recurring_load_peak_candidate,Alif_1,R,8.08,1
recurring_load_peak_candidate,Alif_1,R,9.23,1
recurring_load_peak_candidate,Alif_1,R,10.44,1
recurring_load_peak_candidate,Alif_1,R,11.53,1
recurring_load_peak_candidate,Alif_1,R,12.84,1
recurring_load_peak_candidate,Alif_1,R,14.08,1
recurring_load_peak_candidate,Alif_1,R,15.31,1
recurring_load_peak_candidate,Alif_1,R,16.5,1
recurring_load_peak_candidate,Alif_1,L,3.04,2
recurring_load_peak_candidate,Alif_1,L,4.23,2
recurring_load_peak_candidate,Alif_1,L,5.13,2
recurring_load_peak_candidate,Alif_1,L,6.29,2
recurring_load_peak_candidate,Alif_1,L,7.44,2
recurring_load_peak_candidate,Alif_1,L,9.06,2
recurring_load_peak_candidate,Alif_1,L,9.92,2
recurring_load_peak_candidate,Alif_1,L,11.11,2
recurring_load_peak_candidate,Alif_1,L,12.27,2
recurring_load_peak_candidate,Alif_1,L,13.47,2
recurring_load_peak_candidate,Alif_1,L,14.69,2
recurring_load_peak_candidate,Alif_1,L,16.32,2
recurring_load_peak_candidate,Alif_1,R,3.26,2
recurring_load_peak_candidate,Alif_1,R,4.92,2
recurring_load_peak_candidate,Alif_1,R,5.7,2
recurring_load_peak_candidate,Alif_1,R,6.85,2
recurring_load_peak_candidate,Alif_1,R,8.06,2
recurring_load_peak_candidate,Alif_1,R,9.26,2
recurring_load_peak_candidate,Alif_1,R,10.49,2
recurring_load_peak_candidate,Alif_1,R,11.69,2
recurring_load_peak_candidate,Alif_1,R,12.79,2
recurring_load_peak_candidate,Alif_1,R,14.06,2
recurring_load_peak_candidate,Alif_1,R,15.28,2
recurring_load_peak_candidate,Alif_1,R,16.46,2
recurring_load_peak_candidate,Alif_1,L,4.1,3
recurring_load_peak_candidate,Alif_1,L,5.38,3
recurring_load_peak_candidate,Alif_1,L,6.57,3
recurring_load_peak_candidate,Alif_1,L,7.76,3
recurring_load_peak_candidate,Alif_1,L,8.93,3
recurring_load_peak_candidate,Alif_1,L,10.21,3
recurring_load_peak_candidate,Alif_1,L,11.45,3
recurring_load_peak_candidate,Alif_1,L,13.07,3
recurring_load_peak_candidate,Alif_1,L,14.27,3
recurring_load_peak_candidate,Alif_1,L,15.2,3
recurring_load_peak_candidate,Alif_1,L,16.37,3
recurring_load_peak_candidate,Alif_1,L,17.96,3
recurring_load_peak_candidate,Alif_1,R,3.69,3
recurring_load_peak_candidate,Alif_1,R,4.7,3
recurring_load_peak_candidate,Alif_1,R,5.98,3
recurring_load_peak_candidate,Alif_1,R,7.13,3
recurring_load_peak_candidate,Alif_1,R,8.32,3
recurring_load_peak_candidate,Alif_1,R,9.46,3
recurring_load_peak_candidate,Alif_1,R,10.8,3
recurring_load_peak_candidate,Alif_1,R,12.02,3
recurring_load_peak_candidate,Alif_1,R,13.31,3
recurring_load_peak_candidate,Alif_1,R,14.61,3
recurring_load_peak_candidate,Alif_1,R,15.77,3
recurring_load_peak_candidate,Alif_1,R,16.96,3
recurring_load_peak_candidate,Alif_1,L,3.97,4
recurring_load_peak_candidate,Alif_1,L,5.32,4
recurring_load_peak_candidate,Alif_1,L,6.12,4
recurring_load_peak_candidate,Alif_1,L,7.32,4
recurring_load_peak_candidate,Alif_1,L,8.54,4
recurring_load_peak_candidate,Alif_1,L,9.71,4
recurring_load_peak_candidate,Alif_1,L,10.96,4
recurring_load_peak_candidate,Alif_1,L,12.2,4
recurring_load_peak_candidate,Alif_1,L,13.3,4
recurring_load_peak_candidate,Alif_1,L,14.47,4
recurring_load_peak_candidate,Alif_1,L,15.65,4
recurring_load_peak_candidate,Alif_1,L,16.85,4
recurring_load_peak_candidate,Alif_1,R,4.33,4
recurring_load_peak_candidate,Alif_1,R,5.53,4
recurring_load_peak_candidate,Alif_1,R,6.68,4
recurring_load_peak_candidate,Alif_1,R,7.92,4
recurring_load_peak_candidate,Alif_1,R,9.11,4
recurring_load_peak_candidate,Alif_1,R,10.41,4
recurring_load_peak_candidate,Alif_1,R,11.56,4
recurring_load_peak_candidate,Alif_1,R,12.68,4
recurring_load_peak_candidate,Alif_1,R,13.88,4
recurring_load_peak_candidate,Alif_1,R,15.06,4
recurring_load_peak_candidate,Alif_1,R,16.17,4
