event,record,side,time_seconds,trial
recurring_load_peak_candidate,ashu_1,L,3.37,1
recurring_load_peak_candidate,ashu_1,L,4.71,1
recurring_load_peak_candidate,ashu_1,L,5.93,1
recurring_load_peak_candidate,ashu_1,L,7.16,1
recurring_load_peak_candidate,ashu_1,L,8.31,1
recurring_load_peak_candidate,ashu_1,L,9.46,1
recurring_load_peak_candidate,ashu_1,L,11.08,1
recurring_load_peak_candidate,ashu_1,L,12.39,1
recurring_load_peak_candidate,ashu_1,L,13.63,1
recurring_load_peak_candidate,ashu_1,L,14.97,1
recurring_load_peak_candidate,ashu_1,L,16.16,1
recurring_load_peak_candidate,ashu_1,L,17.06,1
recurring_load_peak_candidate,ashu_1,R,4.01,1
recurring_load_peak_candidate,ashu_1,R,5.36,1
recurring_load_peak_candidate,ashu_1,R,6.52,1
recurring_load_peak_candidate,ashu_1,R,7.7,1
recurring_load_peak_candidate,ashu_1,R,8.85,1
recurring_load_peak_candidate,ashu_1,R,10.08,1
recurring_load_peak_candidate,ashu_1,R,11.34,1
recurring_load_peak_candidate,ashu_1,R,12.6,1
recurring_load_peak_candidate,ashu_1,R,13.97,1
recurring_load_peak_candidate,ashu_1,R,15.22,1
recurring_load_peak_candidate,ashu_1,R,16.4,1
recurring_load_peak_candidate,ashu_1,R,17.81,1
recurring_load_peak_candidate,ashu_1,R,19.43,1
recurring_load_peak_candidate,ashu_1,R,20.54,1
recurring_load_peak_candidate,ashu_1,R,21.71,1
recurring_load_peak_candidate,ashu_1,R,22.89,1
recurring_load_peak_candidate,ashu_1,L,3.27,2
recurring_load_peak_candidate,ashu_1,L,4.54,2
recurring_load_peak_candidate,ashu_1,L,5.34,2
recurring_load_peak_candidate,ashu_1,L,6.53,2
recurring_load_peak_candidate,ashu_1,L,8.12,2
recurring_load_peak_candidate,ashu_1,L,9.38,2
recurring_load_peak_candidate,ashu_1,L,10.31,2
recurring_load_peak_candidate,ashu_1,L,11.54,2
recurring_load_peak_candidate,ashu_1,L,12.67,2
recurring_load_peak_candidate,ashu_1,L,13.89,2
recurring_load_peak_candidate,ashu_1,L,15.08,2
recurring_load_peak_candidate,ashu_1,L,16.25,2
recurring_load_peak_candidate,ashu_1,R,0.98,2
recurring_load_peak_candidate,ashu_1,R,1.74,2
recurring_load_peak_candidate,ashu_1,R,3.67,2
recurring_load_peak_candidate,ashu_1,R,4.77,2
recurring_load_peak_candidate,ashu_1,R,5.87,2
recurring_load_peak_candidate,ashu_1,R,6.49,2
recurring_load_peak_candidate,ashu_1,R,7.14,2
recurring_load_peak_candidate,ashu_1,R,8.37,2
recurring_load_peak_candidate,ashu_1,R,9.62,2
recurring_load_peak_candidate,ashu_1,R,10.88,2
recurring_load_peak_candidate,ashu_1,R,12.12,2
recurring_load_peak_candidate,ashu_1,R,13.26,2
recurring_load_peak_candidate,ashu_1,R,14.48,2
recurring_load_peak_candidate,ashu_1,R,15.67,2
recurring_load_peak_candidate,ashu_1,R,16.89,2
recurring_load_peak_candidate,ashu_1,L,3.4,3
recurring_load_peak_candidate,ashu_1,L,4.6,3
recurring_load_peak_candidate,ashu_1,L,5.76,3
recurring_load_peak_candidate,ashu_1,L,6.96,3
recurring_load_peak_candidate,ashu_1,L,8.18,3
recurring_load_peak_candidate,ashu_1,L,9.36,3
recurring_load_peak_candidate,ashu_1,L,10.93,3
recurring_load_peak_candidate,ashu_1,L,11.71,3
recurring_load_peak_candidate,ashu_1,L,12.88,3
recurring_load_peak_candidate,ashu_1,L,14.03,3
recurring_load_peak_candidate,ashu_1,L,15.18,3
recurring_load_peak_candidate,ashu_1,L,16.33,3
recurring_load_peak_candidate,ashu_1,R,0.66,3
recurring_load_peak_candidate,ashu_1,R,1.3,3
recurring_load_peak_candidate,ashu_1,R,1.94,3
recurring_load_peak_candidate,ashu_1,R,3.09,3
recurring_load_peak_candidate,ashu_1,R,4.06,3
recurring_load_peak_candidate,ashu_1,R,5.22,3
recurring_load_peak_candidate,ashu_1,R,6.36,3
recurring_load_peak_candidate,ashu_1,R,7.56,3
recurring_load_peak_candidate,ashu_1,R,8.77,3
recurring_load_peak_candidate,ashu_1,R,9.91,3
recurring_load_peak_candidate,ashu_1,R,11.05,3
recurring_load_peak_candidate,ashu_1,R,12.28,3
recurring_load_peak_candidate,ashu_1,R,13.46,3
recurring_load_peak_candidate,ashu_1,R,14.62,3
recurring_load_peak_candidate,ashu_1,R,15.78,3
recurring_load_peak_candidate,ashu_1,R,16.38,3
recurring_load_peak_candidate,ashu_1,R,17.19,3
recurring_load_peak_candidate,ashu_1,R,18.4,3
recurring_load_peak_candidate,ashu_1,R,19.0,3
recurring_load_peak_candidate,ashu_1,R,19.65,3
recurring_load_peak_candidate,ashu_1,L,3.9,4
recurring_load_peak_candidate,ashu_1,L,4.71,4
recurring_load_peak_candidate,ashu_1,L,5.76,4
recurring_load_peak_candidate,ashu_1,L,6.92,4
recurring_load_peak_candidate,ashu_1,L,8.11,4
recurring_load_peak_candidate,ashu_1,L,9.29,4
recurring_load_peak_candidate,ashu_1,L,10.51,4
recurring_load_peak_candidate,ashu_1,L,11.73,4
recurring_load_peak_candidate,ashu_1,L,12.9,4
recurring_load_peak_candidate,ashu_1,L,14.06,4
recurring_load_peak_candidate,ashu_1,L,15.27,4
recurring_load_peak_candidate,ashu_1,L,16.54,4
recurring_load_peak_candidate,ashu_1,L,18.31,4
recurring_load_peak_candidate,ashu_1,R,1.04,4
recurring_load_peak_candidate,ashu_1,R,1.7,4
recurring_load_peak_candidate,ashu_1,R,2.35,4
recurring_load_peak_candidate,ashu_1,R,3.08,4
recurring_load_peak_candidate,ashu_1,R,4.2,4
recurring_load_peak_candidate,ashu_1,R,5.19,4
recurring_load_peak_candidate,ashu_1,R,6.37,4
recurring_load_peak_candidate,ashu_1,R,7.54,4
recurring_load_peak_candidate,ashu_1,R,8.71,4
recurring_load_peak_candidate,ashu_1,R,9.87,4
recurring_load_peak_candidate,ashu_1,R,11.13,4
recurring_load_peak_candidate,ashu_1,R,12.33,4
recurring_load_peak_candidate,ashu_1,R,13.55,4
recurring_load_peak_candidate,ashu_1,R,14.69,4
recurring_load_peak_candidate,ashu_1,R,15.92,4
recurring_load_peak_candidate,ashu_1,R,17.18,4
recurring_load_peak_candidate,ashu_1,L,4.87,5
recurring_load_peak_candidate,ashu_1,L,5.8,5
recurring_load_peak_candidate,ashu_1,L,6.9,5
