alternative_transition_end_seconds,alternative_transition_start_seconds,boundary_method,complete_six_phase,duration_seconds,excluded_incomplete_cycles,flags,gi_end_seconds,gt_start_seconds,imputed_signal_values,load_peaks_left,load_peaks_right,onset_seconds,phase_count,png,quality_json,record,reference_limb,remaining_missing_signal_values,segmented_csv,sequence_assumption,side,slt_end_seconds,slt_start_seconds,status,transition_improvement,transition_support,trial,view_mode
12.97,7.48,start trigger to FMG file/epoch end,True,27.38,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; L insole source missing; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,5.11,17.33,5774,12,11,4.46,6,rohan_1/trial_01_l_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.9996349032493611, ""gaps_over_100ms"": 0, ""repeated_reversed_timestamps"": 150, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 3, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_1"", ""source_start"": 259.88, ""source_end"": 287.26}, ""L"": {""missing"": true, ""coverage_fraction"": 0.0}, ""R"": {""missing"": false, ""coverage_fraction"": 0.9488864549105513, ""gaps_over_100ms"": 3, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 18, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_1_R"", ""source_start"": 477.31, ""source_end"": 504.69}}",rohan_1,L,0,segmented_data\rohan_1\trial_01_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,12.97,11.77,model-assisted provisional six-phase fit,0.2892,weak/ambiguous pattern evidence,1,model_completed
12.97,7.48,start trigger to FMG file/epoch end,True,27.38,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; L insole source missing; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,5.11,17.33,5774,12,11,4.46,6,rohan_1/trial_01_r_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.9996349032493611, ""gaps_over_100ms"": 0, ""repeated_reversed_timestamps"": 150, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 3, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_1"", ""source_start"": 259.88, ""source_end"": 287.26}, ""L"": {""missing"": true, ""coverage_fraction"": 0.0}, ""R"": {""missing"": false, ""coverage_fraction"": 0.9488864549105513, ""gaps_over_100ms"": 3, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 18, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_1_R"", ""source_start"": 477.31, ""source_end"": 504.69}}",rohan_1,L,0,segmented_data\rohan_1\trial_01_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,12.97,11.77,model-assisted provisional six-phase fit,0.2892,weak/ambiguous pattern evidence,1,model_completed
11.64,8.12,start trigger to FMG file/epoch end,True,31.2,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.64,15.97,2222,11,12,3.15,6,rohan_2/trial_01_l_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.99967958987504, ""gaps_over_100ms"": 0, ""repeated_reversed_timestamps"": 193, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 3, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_2"", ""source_start"": 328.42, ""source_end"": 359.62}, ""L"": {""missing"": false, ""coverage_fraction"": 0.9798141621275233, ""gaps_over_100ms"": 1, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 5, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_2_L"", ""source_start"": 528.45, ""source_end"": 559.6500000000001}, ""R"": {""missing"": false, ""coverage_fraction"": 0.6667734700416533, ""gaps_over_100ms"": 6, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 9, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_2_R"", ""source_start"": 545.86, ""source_end"": 577.06}}",rohan_2,R,0,segmented_data\rohan_2\trial_01_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,10.4,9.24,model-assisted provisional six-phase fit,0.4783,weak/ambiguous pattern evidence,1,model_completed
11.64,8.12,start trigger to FMG file/epoch end,True,31.2,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,3.64,15.97,2222,11,12,3.15,6,rohan_2/trial_01_r_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.99967958987504, ""gaps_over_100ms"": 0, ""repeated_reversed_timestamps"": 193, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 3, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_2"", ""source_start"": 328.42, ""source_end"": 359.62}, ""L"": {""missing"": false, ""coverage_fraction"": 0.9798141621275233, ""gaps_over_100ms"": 1, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 5, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_2_L"", ""source_start"": 528.45, ""source_end"": 559.6500000000001}, ""R"": {""missing"": false, ""coverage_fraction"": 0.6667734700416533, ""gaps_over_100ms"": 6, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 9, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_2_R"", ""source_start"": 545.86, ""source_end"": 577.06}}",rohan_2,R,0,segmented_data\rohan_2\trial_01_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,10.4,9.24,model-assisted provisional six-phase fit,0.4783,weak/ambiguous pattern evidence,1,model_completed
,,start trigger to FMG file/epoch end,False,8.42,0,All events provisional; pressure extrema are not heel-strike labels; insufficient bilateral repeated cycles for a six-phase fit; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete; FMG clock reset: plotted as a separate recording epoch,5.48,,992,3,3,4.85,3,rohan_3/trial_01_l_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.9549228944246738, ""gaps_over_100ms"": 1, ""repeated_reversed_timestamps"": 36, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 18, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_3"", ""source_start"": 421.47, ""source_end"": 429.89}, ""L"": {""missing"": false, ""coverage_fraction"": 0.9098457888493475, ""gaps_over_100ms"": 3, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 2, ""invalid_rows"": 28, ""excluded_source_value_indices"": [514, 5300], ""source"": ""dataset\\Sub07_H\\rohan_3_L"", ""source_start"": 621.5, ""source_end"": 629.92}, ""R"": {""missing"": false, ""coverage_fraction"": 0.8623962040332147, ""gaps_over_100ms"": 2, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 1, ""invalid_rows"": 22, ""excluded_source_value_indices"": [52], ""source"": ""dataset\\Sub07_H\\rohan_3_R"", ""source_start"": 638.91, ""source_end"": 647.3299999999999}}",rohan_3,,0,segmented_data\rohan_3\trial_01_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,,,partial phase annotation,,model-assisted; unverified,1,model_completed
,,start trigger to FMG file/epoch end,False,8.42,0,All events provisional; pressure extrema are not heel-strike labels; insufficient bilateral repeated cycles for a six-phase fit; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete; FMG clock reset: plotted as a separate recording epoch,5.48,,992,3,3,4.85,3,rohan_3/trial_01_r_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.9549228944246738, ""gaps_over_100ms"": 1, ""repeated_reversed_timestamps"": 36, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 18, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_3"", ""source_start"": 421.47, ""source_end"": 429.89}, ""L"": {""missing"": false, ""coverage_fraction"": 0.9098457888493475, ""gaps_over_100ms"": 3, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 2, ""invalid_rows"": 28, ""excluded_source_value_indices"": [514, 5300], ""source"": ""dataset\\Sub07_H\\rohan_3_L"", ""source_start"": 621.5, ""source_end"": 629.92}, ""R"": {""missing"": false, ""coverage_fraction"": 0.8623962040332147, ""gaps_over_100ms"": 2, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 1, ""invalid_rows"": 22, ""excluded_source_value_indices"": [52], ""source"": ""dataset\\Sub07_H\\rohan_3_R"", ""source_start"": 638.91, ""source_end"": 647.3299999999999}}",rohan_3,,0,segmented_data\rohan_3\trial_01_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,,,partial phase annotation,,model-assisted; unverified,1,model_completed
13.04,7.25,start trigger to FMG file/epoch end,True,32.43,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete; FMG clock reset: plotted as a separate recording epoch,4.79,17.28,6246,12,11,4.23,6,rohan_3/trial_02_l_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.9417385943279901, ""gaps_over_100ms"": 5, ""repeated_reversed_timestamps"": 153, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 18, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_3"", ""source_start"": 116.57, ""source_end"": 149.0}, ""L"": {""missing"": false, ""coverage_fraction"": 0.657829839704069, ""gaps_over_100ms"": 6, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 2, ""invalid_rows"": 28, ""excluded_source_value_indices"": [514, 5300], ""source"": ""dataset\\Sub07_H\\rohan_3_L"", ""source_start"": 882.33, ""source_end"": 914.76}, ""R"": {""missing"": false, ""coverage_fraction"": 0.8455610357583231, ""gaps_over_100ms"": 1, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 1, ""invalid_rows"": 22, ""excluded_source_value_indices"": [52], ""source"": ""dataset\\Sub07_H\\rohan_3_R"", ""source_start"": 899.91, ""source_end"": 932.3399999999999}}",rohan_3,L,0,segmented_data\rohan_3\trial_02_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,8.38,7.25,model-assisted provisional six-phase fit,0.3142,weak/ambiguous pattern evidence,2,model_completed
13.04,7.25,start trigger to FMG file/epoch end,True,32.43,0,All events provisional; pressure extrema are not heel-strike labels; SLT timing ambiguous; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete; FMG clock reset: plotted as a separate recording epoch,4.79,17.28,6246,12,11,4.23,6,rohan_3/trial_02_r_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.9417385943279901, ""gaps_over_100ms"": 5, ""repeated_reversed_timestamps"": 153, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 18, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_3"", ""source_start"": 116.57, ""source_end"": 149.0}, ""L"": {""missing"": false, ""coverage_fraction"": 0.657829839704069, ""gaps_over_100ms"": 6, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 2, ""invalid_rows"": 28, ""excluded_source_value_indices"": [514, 5300], ""source"": ""dataset\\Sub07_H\\rohan_3_L"", ""source_start"": 882.33, ""source_end"": 914.76}, ""R"": {""missing"": false, ""coverage_fraction"": 0.8455610357583231, ""gaps_over_100ms"": 1, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 1, ""invalid_rows"": 22, ""excluded_source_value_indices"": [52], ""source"": ""dataset\\Sub07_H\\rohan_3_R"", ""source_start"": 899.91, ""source_end"": 932.3399999999999}}",rohan_3,L,0,segmented_data\rohan_3\trial_02_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,8.38,7.25,model-assisted provisional six-phase fit,0.3142,weak/ambiguous pattern evidence,2,model_completed
8.4,6.21,start trigger to FMG file/epoch end,True,31.01,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.37,16.9,2728,12,12,3.75,6,rohan_4/trial_01_l_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.9996776273372018, ""gaps_over_100ms"": 0, ""repeated_reversed_timestamps"": 174, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 15, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_4"", ""source_start"": 221.21, ""source_end"": 252.22}, ""L"": {""missing"": false, ""coverage_fraction"": 0.5838168923275306, ""gaps_over_100ms"": 5, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 13, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_4_L"", ""source_start"": 986.98, ""source_end"": 1017.99}, ""R"": {""missing"": false, ""coverage_fraction"": 0.9790457769181173, ""gaps_over_100ms"": 3, ""repeated_reversed_timestamps"": 1, ""excluded_timestamp_outliers"": 1, ""invalid_rows"": 7, ""excluded_source_value_indices"": [631], ""source"": ""dataset\\Sub07_H\\rohan_4_R"", ""source_start"": 1004.38, ""source_end"": 1035.3899999999999}}",rohan_4,L,0,segmented_data\rohan_4\trial_01_l_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",L,7.26,6.21,model-assisted provisional six-phase fit,0.4408,moderate pattern evidence,1,model_completed
8.4,6.21,start trigger to FMG file/epoch end,True,31.01,0,All events provisional; pressure extrema are not heel-strike labels; reconstructed values can affect boundaries; absent phases are not invented; No end trigger: window ends at observed FMG file/epoch end; ending may be incomplete,4.37,16.9,2728,12,12,3.75,6,rohan_4/trial_01_r_complete.png,"{""F"": {""missing"": false, ""coverage_fraction"": 0.9996776273372018, ""gaps_over_100ms"": 0, ""repeated_reversed_timestamps"": 174, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 15, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_4"", ""source_start"": 221.21, ""source_end"": 252.22}, ""L"": {""missing"": false, ""coverage_fraction"": 0.5838168923275306, ""gaps_over_100ms"": 5, ""repeated_reversed_timestamps"": 0, ""excluded_timestamp_outliers"": 0, ""invalid_rows"": 13, ""excluded_source_value_indices"": [], ""source"": ""dataset\\Sub07_H\\rohan_4_L"", ""source_start"": 986.98, ""source_end"": 1017.99}, ""R"": {""missing"": false, ""coverage_fraction"": 0.9790457769181173, ""gaps_over_100ms"": 3, ""repeated_reversed_timestamps"": 1, ""excluded_timestamp_outliers"": 1, ""invalid_rows"": 7, ""excluded_source_value_indices"": [631], ""source"": ""dataset\\Sub07_H\\rohan_4_R"", ""source_start"": 1004.38, ""source_end"": 1035.3899999999999}}",rohan_4,L,0,segmented_data\rohan_4\trial_01_r_segmented.csv,"QS-GI-SSSW-SLT-SSLW-GT; short-to-long requested, not verified",R,7.26,6.21,model-assisted provisional six-phase fit,0.4408,moderate pattern evidence,1,model_completed
