event,record,side,time_seconds,trial
recurring_load_peak_candidate,jitu_1,L,4.33,1
recurring_load_peak_candidate,jitu_1,L,5.83,1
recurring_load_peak_candidate,jitu_1,L,7.63,1
recurring_load_peak_candidate,jitu_1,L,9.14,1
recurring_load_peak_candidate,jitu_1,L,10.76,1
recurring_load_peak_candidate,jitu_1,L,12.96,1
recurring_load_peak_candidate,jitu_1,L,14.74,1
recurring_load_peak_candidate,jitu_1,L,16.4,1
recurring_load_peak_candidate,jitu_1,L,17.88,1
recurring_load_peak_candidate,jitu_1,L,19.7,1
recurring_load_peak_candidate,jitu_1,L,21.65,1
recurring_load_peak_candidate,jitu_1,R,3.73,1
recurring_load_peak_candidate,jitu_1,R,4.94,1
recurring_load_peak_candidate,jitu_1,R,6.51,1
recurring_load_peak_candidate,jitu_1,R,8.19,1
recurring_load_peak_candidate,jitu_1,R,9.91,1
recurring_load_peak_candidate,jitu_1,R,11.7,1
recurring_load_peak_candidate,jitu_1,R,13.61,1
recurring_load_peak_candidate,jitu_1,R,15.27,1
recurring_load_peak_candidate,jitu_1,R,16.95,1
recurring_load_peak_candidate,jitu_1,R,18.63,1
recurring_load_peak_candidate,jitu_1,R,20.41,1
recurring_load_peak_candidate,jitu_1,R,22.23,1
recurring_load_peak_candidate,jitu_1,L,3.0,2
recurring_load_peak_candidate,jitu_1,L,4.27,2
recurring_load_peak_candidate,jitu_1,L,5.88,2
recurring_load_peak_candidate,jitu_1,L,7.48,2
recurring_load_peak_candidate,jitu_1,L,9.22,2
recurring_load_peak_candidate,jitu_1,L,11.01,2
recurring_load_peak_candidate,jitu_1,L,12.9,2
recurring_load_peak_candidate,jitu_1,L,14.72,2
recurring_load_peak_candidate,jitu_1,R,3.56,2
recurring_load_peak_candidate,jitu_1,R,5.06,2
recurring_load_peak_candidate,jitu_1,R,6.6,2
recurring_load_peak_candidate,jitu_1,R,8.28,2
recurring_load_peak_candidate,jitu_1,R,9.92,2
recurring_load_peak_candidate,jitu_1,R,11.73,2
recurring_load_peak_candidate,jitu_1,R,13.56,2
recurring_load_peak_candidate,jitu_1,R,15.48,2
recurring_load_peak_candidate,jitu_1,R,17.05,2
